-9.6274424689800786e-01, 8.1502474408806105e-02, 1.3626778820476098e-02, 2.4937707396170117e-02, -1.0686584258830469e+00, 9.9765905211125754e-03, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
-8.7693777736276557e-01, -3.1372710034592455e-01, 1.6169729856181893e-02, 4.3507497257002570e-01, -1.0152334500538711e+00, 3.3177709004573314e-03, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
-6.4266302370078932e-01, -6.5484150880937975e-01, 1.5965408559857175e-02, 8.0205533730637346e-01, -7.8044362709412429e-01, -4.4513444018798743e-03, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
-2.9461570605075893e-01, -8.7992368064337145e-01, 1.2933678932479783e-02, 1.0304646461469469e+00, -4.0750957204228933e-01, -1.1483429924943493e-02, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
1.0475253616598601e-01, -9.5436559738453208e-01, 7.6745116320146847e-03, 1.0750318896617099e+00, 7.9759409255314734e-03, -1.6174776913180467e-02, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
4.8914205168076896e-01, -8.8027502637248600e-01, 1.2010915888710676e-03, 9.5823431149615812e-01, 3.7478095092773805e-01, -1.7978373765110491e-02, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
8.0848604900325294e-01, -6.8641115870733704e-01, -5.4583468298831615e-03, 7.3725099631250335e-01, 6.4415603234517171e-01, -1.7278279691337783e-02, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
1.0345391734005582e+00, -4.1192706175094879e-01, -1.1501658305293408e-02, 4.6724299251369517e-01, 8.0653369608067205e-01, -1.4807814746769158e-02, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
1.1567540634767730e+00, -9.5242240362921227e-02, -1.6398811891842911e-02, 1.8696678036563127e-01, 8.7232160190190255e-01, -1.1248117221055797e-02, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
1.1760728653014108e+00, 2.3046345844446664e-01, -1.9842566886521008e-02, -8.0120398397010267e-02, 8.5743734728762555e-01, -7.1045985866018280e-03, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
1.1001893067915196e+00, 5.3787061279104531e-01, -2.1683539282423850e-02, -3.2046050441358481e-01, 7.7669375686962894e-01, -2.7237398630891797e-03, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
9.4078359454826388e-01, 8.0466088918571210e-01, -2.1880474391444339e-02, -5.2562498933713264e-01, 6.4194132605067167e-01, 1.6534772377216960e-03, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
7.1225848170783757e-01, 1.0124135064467441e+00, -2.0470632922347538e-02, -6.8904611326203347e-01, 4.6230145987052496e-01, 5.8403661234473526e-03, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
4.3146985289221290e-01, 1.1457671796219497e+00, -1.7557640146230364e-02, -8.0388447580816313e-01, 2.4523606065406997e-01, 9.6622447201500494e-03, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
1.1811299528162983e-01, 1.1920772233183785e+00, -1.3313948949692282e-02, -8.6160155799434202e-01, -1.8799188337972259e-03, 1.2919830459385592e-02, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
-2.0446070805094899e-01, 1.1417747842745443e+00, -7.9965481869541926e-03, -8.5109759914672356e-01, -2.6952266764018540e-01, 1.5354676940779625e-02, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
-5.0825841652545933e-01, 9.8974799914789846e-01, -1.9750940655451680e-03, -7.5879841420161032e-01, -5.4271867675366159e-01, 1.6618505142983336e-02, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
-7.6005396394851854e-01, 7.3820587463959264e-01, 4.2314904040253948e-03, -5.7099535506848931e-01, -7.9643827384724675e-01, 1.6263628173932374e-02, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
-9.2248102550133970e-01, 4.0137600740464857e-01, 9.9258868515337603e-03, -2.8103884355801090e-01, -9.9083688026519268e-01, 1.3804578593554133e-02, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
-9.5918043947731269e-01, 1.1283150789600363e-02, 1.4253491858134036e-02, 9.6014873090606356e-02, -1.0716355665542188e+00, 8.9411146571476210e-03, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
-8.4637788553297555e-01, -3.7925576182053866e-01, 1.6346774188453938e-02, 5.0564411921900587e-01, -9.8658086435276882e-01, 1.9835667068920076e-03, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
-5.8857153118175676e-01, -7.0391690377528005e-01, 1.5630739988499454e-02, 8.5449594339704982e-01, -7.2257534870837969e-01, -5.7970471713031484e-03, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
-2.2646369833359889e-01, -9.0397859621000964e-01, 1.2146143644260424e-02, 1.0520502852240601e+00, -3.3453823419163708e-01, -1.2513384210958940e-02, 1.0000000000000000e+00, 1.4879266678953598e-06, 1.4879266678953598e-06,1.4879266678953598e-06
