1.000000e+00, 0.000000e+00, 0.000000e+00, -3.855123e-01, 1.040878e+00, 0.000000e+00 
-5.263492e-02, 7.179022e-01, 0.000000e+00, -1.414298e+00, -1.454123e-02, 0.000000e+00 
-1.118191e+00, 6.223575e-02, 0.000000e+00, -4.953552e-01, -9.013206e-01, 0.000000e+00 
-1.298122e+00, -8.333126e-01, 0.000000e+00, 7.587020e-02, -7.526192e-01, 0.000000e+00 
-1.062509e+00, -1.494522e+00, 0.000000e+00, 3.399812e-01, -5.009832e-01, 0.000000e+00 
-6.283895e-01, -1.888268e+00, 0.000000e+00, 4.686015e-01, -2.476270e-01, 0.000000e+00 
-1.037167e-01, -2.015722e+00, 0.000000e+00, 5.165022e-01, 6.439744e-03, 0.000000e+00 
4.343487e-01, -1.870299e+00, 0.000000e+00, 4.928444e-01, 2.732103e-01, 0.000000e+00 
9.000891e-01, -1.430806e+00, 0.000000e+00, 3.701338e-01, 5.674442e-01, 0.000000e+00 
1.144147e+00, -6.651196e-01, 0.000000e+00, 3.967212e-02, 8.857305e-01, 0.000000e+00 
7.888421e-01, 3.641166e-01, 0.000000e+00, -8.391730e-01, 9.220739e-01, 0.000000e+00 
-5.358479e-01, 4.047105e-01, 0.000000e+00, -1.156254e+00, -9.820276e-01, 0.000000e+00 
2.539994e-01, -1.895418e-01, 0.000000e+00, 9.466342e-01, 1.132054e+00, 0.000000e+00 
-4.576818e-01, 1.089398e+00, 0.000000e+00, -8.502958e-01, 1.374704e-01, 0.000000e+00 
-1.181842e+00, 9.619000e-01, 0.000000e+00, -5.156770e-01, -3.115691e-01, 0.000000e+00 
-1.536408e+00, 5.149314e-01, 0.000000e+00, -1.532458e-01, -5.112102e-01, 0.000000e+00 
-1.485243e+00, -6.709822e-02, 0.000000e+00, 2.663943e-01, -5.698316e-01, 0.000000e+00 
-9.203083e-01, -6.062850e-01, 0.000000e+00, 8.483197e-01, -3.787396e-01, 0.000000e+00 
3.514467e-01, -3.090514e-01, 0.000000e+00, 8.458889e-01, 1.392959e+00, 0.000000e+00 
0.000000e+00, 1.000000e+00, 0.000000e+00, -9.121365e-01, 3.898581e-01, 0.000000e+00 
